1,0.34134,-0.0628735,0.141916,-0.00454195,0.0132926,0.010213,0.999849,-0.0815342,-0.120525,-0.465796,0.105083,-0.0272834,0.037629,0.993377
3,0.311584,-0.0842435,0.162333,0.105115,-0.027055,0.0341524,0.993505,-0.100175,-0.123032,-0.468294,0.1051,-0.0269684,0.0343348,0.993503
14,0.208872,-0.122178,0.150951,0.101659,-0.0305297,0.0162072,0.994219,-0.205518,-0.132249,-0.48127,0.101557,-0.0306787,0.0156065,0.994234
25,0.107883,-0.150348,0.146159,0.0936115,-0.040434,0.00139591,0.994786,-0.309159,-0.134343,-0.492669,0.0934075,-0.0407817,-0.00134828,0.994791
42,0.22313,-0.053361,0.156381,0.093954,-0.0264489,0.144112,0.984736,-0.1312,-0.147971,-0.472521,0.0950879,-0.0271826,0.144245,0.984588
43,0.62192,0.0297142,0.220046,0.105075,-0.0510015,0.104941,0.987596,0.215261,-0.0960968,-0.438256,0.104703,-0.0512181,0.100352,0.988101
44,0.755533,0.121455,0.246334,0.100689,-0.0609304,0.191453,0.97442,0.382117,-0.126429,-0.428906,0.0968002,-0.0633414,0.222493,0.968047
45,1.06868,0.362655,0.325973,0.101575,-0.0691955,0.267649,0.955646,0.770556,0.0708011,-0.345967,0.101693,-0.0716502,0.261854,0.957056
46,1.26545,0.576683,0.396797,0.0979844,-0.0865506,0.335903,0.932779,0.982578,0.140281,-0.308581,0.0939167,-0.0882112,0.357576,0.924953
47,1.138,0.514868,0.374764,0.0696987,-0.112969,0.512006,0.848664,0.961981,-0.0304953,-0.348969,0.0670578,-0.115001,0.525459,0.84034
48,1.05964,0.359964,0.322972,0.0497982,-0.111566,0.610164,0.782798,0.960561,-0.205536,-0.388102,0.0484519,-0.110538,0.617702,0.777095
49,1.02646,0.199471,0.268889,0.0332999,-0.0994566,0.660092,0.743827,0.959895,-0.395414,-0.429962,0.0307202,-0.0974216,0.667857,0.737246
50,0.848074,0.0327484,0.211518,0.0113588,-0.0988985,0.774069,0.625225,0.887016,-0.500699,-0.457958,0.0102237,-0.0984379,0.787793,0.607938
51,0.688515,-0.126264,0.168017,-0.00675873,-0.0986838,0.87956,0.465392,0.862828,-0.576085,-0.473444,-0.00845682,-0.0985447,0.888195,0.448695
52,0.578207,-0.287808,0.129111,-0.0276749,-0.0949396,0.960499,0.26012,0.855897,-0.603065,-0.478785,-0.0240692,-0.0959349,0.948388,0.301293
53,0.706485,-0.183862,0.159143,-0.00502183,-0.0987761,0.870775,0.481631,0.865184,-0.641842,-0.48443,-0.00308879,-0.0988554,0.862509,0.496282
54,0.819992,-0.238896,0.157783,0.00426358,-0.0941306,0.795598,0.598452,0.867459,-0.754017,-0.499426,0.00461151,-0.0935386,0.791193,0.604353
55,0.87166,-0.255821,0.163951,0.0151259,-0.0924887,0.757735,0.645798,0.849385,-0.691652,-0.492269,0.015142,-0.0949372,0.759045,0.643901
56,0.948249,-0.150633,0.188369,0.0268431,-0.0951884,0.67156,0.73432,0.885433,-0.659479,-0.485306,0.027161,-0.0951027,0.67043,0.735351
57,0.975196,0.288032,0.291012,0.0388941,-0.108589,0.66675,0.736302,0.92509,-0.179076,-0.38783,0.042605,-0.111313,0.668058,0.734502
58,0.967313,0.745248,0.415619,0.0572234,-0.123825,0.663507,0.73563,0.966205,0.279445,-0.275898,0.0583548,-0.124273,0.666937,0.732356
59,0.976304,1.17766,0.528077,0.055355,-0.123589,0.640337,0.756062,0.951559,0.605046,-0.193735,0.0701015,-0.121325,0.597545,0.789497
60,1.08151,1.50543,0.627444,0.0703679,-0.121814,0.573316,0.807167,1.09225,1.04555,-0.0630874,0.0707622,-0.121524,0.573587,0.806984
61,1.18654,1.91399,0.752519,0.0758104,-0.12653,0.554033,0.819323,1.17741,1.26226,0.00432921,0.0767717,-0.11782,0.532367,0.834751
62,1.29457,1.67473,0.694253,0.0948322,-0.103841,0.404416,0.903699,1.16281,1.15931,-0.0246023,0.0975857,-0.101255,0.365646,0.920069
63,1.34067,1.51344,0.658419,0.113313,-0.0832806,0.227245,0.963631,1.05747,1.14409,-0.0412331,0.114676,-0.0813989,0.188663,0.971921
64,1.20788,1.47565,0.637567,0.114034,-0.0822791,0.218862,0.96557,0.984532,1.11108,-0.0586773,0.108521,-0.0894351,0.258064,0.955839
65,1.46914,1.75933,0.736775,0.112809,-0.0907712,0.314503,0.938148,1.29992,1.29573,0.0329217,0.114622,-0.0879435,0.272185,0.951337
66,1.49668,1.5521,0.682358,0.119404,-0.0742855,0.153143,0.978147,1.25901,1.19355,-0.00404596,0.114824,-0.0811845,0.186843,0.972273
67,1.39977,1.67797,0.703468,0.0943112,-0.104313,0.409955,0.9012,1.27371,1.16746,-0.00917659,0.0903588,-0.107754,0.428327,0.892614
68,1.23432,1.81436,0.72226,0.0687148,-0.122705,0.587965,0.796567,1.2718,1.30305,0.026873,0.0697847,-0.122381,0.58462,0.798982
69,1.31453,2.26777,0.902708,0.095133,-0.154581,0.578343,0.795345,1.39166,1.68532,0.166136,0.0988813,-0.161385,0.577159,0.794396
70,1.45884,2.77874,1.04965,0.110012,-0.117512,0.584586,0.795203,1.58249,2.15679,0.328176,0.111884,-0.112791,0.583459,0.796452
71,1.47408,3.02672,1.12086,0.109352,-0.116791,0.615264,0.771915,1.6468,2.26357,0.364554,0.108211,-0.11634,0.627315,0.762386
72,1.43689,2.80175,1.05089,0.101934,-0.126054,0.660366,0.733237,1.63744,2.04708,0.292957,0.101815,-0.127969,0.666818,0.727057
73,1.43184,2.57217,0.98025,0.0987016,-0.130854,0.678862,0.715739,1.63506,1.8181,0.219223,0.0970098,-0.129128,0.687675,0.707826
74,1.42548,2.35212,0.923051,0.0802325,-0.157443,0.68984,0.702065,1.6125,1.57136,0.143785,0.0759626,-0.139718,0.698935,0.697279
75,1.43918,2.08061,0.808038,0.0602573,-0.124376,0.699735,0.700907,1.61374,1.36534,0.0768987,0.0587796,-0.122237,0.70237,0.69877
76,1.45585,1.84315,0.741224,0.0556136,-0.124089,0.707757,0.693245,1.61286,1.10403,0.00871242,0.0545151,-0.124377,0.717027,0.68369
77,1.44538,1.6095,0.677948,0.0478362,-0.126617,0.740167,0.65866,1.61686,0.884252,-0.0481108,0.0455368,-0.127452,0.754314,0.642412
78,1.39795,1.3717,0.610659,0.0314668,-0.132175,0.800309,0.583991,1.62041,0.645798,-0.108148,0.0232735,-0.134827,0.833299,0.535623
79,1.32314,1.12393,0.539183,0.00761264,-0.139278,0.876957,0.45988,1.62617,0.511926,-0.140188,0.00272737,-0.140275,0.897412,0.41829
80,1.23352,0.854206,0.461082,-0.0166585,-0.138936,0.951473,0.274076,1.62245,0.370319,-0.177983,-0.00796999,-0.140135,0.925137,0.352733
81,1.38616,0.828874,0.4657,0.0144454,-0.136453,0.858978,0.493284,1.63459,0.210996,-0.220888,0.0169712,-0.135668,0.861276,0.489397
82,1.3327,0.623205,0.430832,0.0321071,-0.123515,0.92265,0.363909,1.61932,0.0875219,-0.247813,-0.0182636,-0.134945,0.938455,0.317424
83,1.10029,0.541346,0.366797,-0.0252599,-0.135194,0.963272,0.230634,1.37421,0.198648,-0.252073,-0.0235548,-0.135139,0.964384,0.226154
84,0.697926,0.626345,0.362379,-0.0258623,-0.13652,0.971354,0.192782,1.08428,0.323892,-0.250991,-0.0315294,-0.134226,0.976468,0.16583
85,0.459972,0.540605,0.321375,-0.042953,-0.129281,0.98905,0.0567556,0.885871,0.305,-0.278425,-0.0540611,-0.12439,0.990613,-0.0170438
86,0.12734,0.285567,0.228638,-0.0567463,-0.12051,0.989235,-0.0605903,0.415528,0.250871,-0.344286,-0.0580293,-0.11992,0.989871,-0.0490582
87,-0.124114,0.0691734,0.160423,-0.072596,-0.109514,0.969429,-0.20723,0.248341,0.140303,-0.386779,-0.0767296,-0.102867,0.957885,-0.256881
