1695985123.90,1.26,0.55
1695985126.02,1.13,0.49
1695985127.86,1.05,0.35
1695985129.17,1.02,0.19
1695985130.39,0.85,0.03
1695985131.75,0.69,-0.12
1695985133.05,0.58,-0.28
1695985134.32,0.71,-0.18
1695985135.59,0.82,-0.23
1695985136.81,0.87,-0.25
1695985138.06,0.95,-0.15
1695985139.35,0.97,0.28
1695985140.62,0.96,0.72
1695985141.86,0.96,1.14
1695985143.19,1.06,1.45
1695985144.40,1.16,1.84
1695985145.75,1.27,1.61
1695985147.05,1.32,1.46
1695985148.20,1.19,1.42
1695985149.60,1.44,1.69
1695985150.79,1.47,1.49
1695985152.11,1.38,1.62
1695985153.32,1.21,1.75
1695985154.57,1.28,2.17
1695985155.85,1.42,2.67
1695985157.18,1.43,2.90
1695985158.46,1.40,2.69
1695985159.91,1.40,2.47
1695985161.36,1.39,2.26
1695985162.62,1.41,2.01
1695985164.18,1.43,1.78
1695985165.61,1.42,1.56
1695985167.25,1.38,1.33
1695985168.32,1.30,1.09
1695985169.68,1.22,0.83
1695985171.07,1.37,0.81
1695985172.33,1.31,0.60
1695985173.65,1.08,0.53
1695985174.93,0.68,0.62
1695985176.22,0.44,0.54
1695985177.58,0.11,0.30
1695985178.92,-0.14,0.09
1695985180.24,-0.02,-0.20
1695985181.59,-0.08,-0.21
1695985182.98,-0.03,-0.37
1695985184.24,0.09,-0.60
1695985185.47,0.17,-0.68
1695985186.87,0.22,-0.87
1695985188.27,0.32,-1.05
1695985189.58,0.45,-1.19
1695985190.80,0.58,-1.21
1695985192.17,0.70,-1.17
1695985193.46,0.81,-1.06
1695985194.79,0.90,-0.97
1695985196.10,1.37,-0.69
1695985197.36,1.77,-0.42
1695985198.64,1.98,-0.22
1695985199.95,1.87,-0.28
1695985201.20,1.74,-0.38
1695985202.57,1.52,-0.47
1695985203.98,1.30,-0.56
1695985205.31,1.20,-0.76
1695985206.53,1.02,-0.86
1695985207.82,0.84,-0.94
1695985209.18,0.72,-0.83
1695985210.41,0.64,-0.74
1695985211.69,0.72,-0.77
1695985212.97,0.83,-0.91
1695985214.35,0.97,-0.94
1695985215.65,1.15,-0.84
1695985217.00,1.33,-0.74
1695985218.27,1.54,-0.67
1695985219.86,1.68,-0.57
1695985220.80,1.61,-0.50
1695985222.13,1.41,-0.38
1695985223.53,1.03,-0.37
1695985224.79,0.86,0.00
1695985226.06,0.63,0.22
1695985227.09,0.50,0.16
1695985228.38,0.19,0.40
1695985229.64,0.11,0.15
1695985230.89,-0.37,0.27
1695985232.20,-0.49,-0.01
1695985233.46,-0.76,0.00
1695985234.72,-0.98,-0.07
1695985235.97,-1.21,-0.02
1695985237.15,-1.13,0.10
1695985238.41,-1.00,0.04
1695985239.66,-0.88,-0.08
1695985240.84,-0.84,-0.19
1695985242.12,-0.84,-0.19
1695985243.36,-0.84,-0.19
1695985244.70,-0.84,-0.20
1695985245.91,-0.84,-0.20
1695985247.18,-0.84,-0.20
1695985248.42,-0.85,0.09
1695985249.72,-0.87,0.50
1695985251.01,-0.85,0.74
1695985252.22,-0.81,0.94
1695985253.44,-0.75,1.10
1695985254.67,-0.67,1.30
1695985255.88,-0.52,1.76
1695985257.16,-0.40,2.19
1695985258.42,-0.29,2.56
1695985259.66,-0.15,3.02
1695985260.97,-0.02,3.45
1695985262.24,0.13,3.86
1695985263.55,0.30,4.07
1695985264.94,0.22,3.98
1695985266.22,0.18,3.80
1695985267.50,0.18,3.56
1695985268.82,0.17,3.34
1695985270.07,0.17,3.10
1695985271.36,0.19,2.84
1695985272.70,0.18,2.61
1695985273.92,0.12,2.41
1695985275.18,0.04,2.22
1695985276.39,0.01,2.05
1695985277.75,0.16,1.96
1695985279.08,0.21,1.95
1695985280.39,0.16,2.15
1695985281.62,0.07,2.15
1695985282.73,-0.09,2.44
1695985284.08,-0.31,2.60
1695985285.28,-0.60,3.03
1695985286.54,-0.59,3.05
1695985287.82,-0.58,2.84
1695985289.10,-0.75,3.02
1695985290.33,-0.68,2.93
1695985291.53,-0.69,2.71
1695985292.75,-0.86,3.01
