1695975913.71,-0.15,0.41
1695975914.93,-0.34,0.55
1695975916.18,-0.62,0.82
1695975917.42,-0.72,0.69
1695975918.76,-0.82,0.59
1695975919.94,-0.78,0.47
1695975921.22,-0.84,0.15
1695975922.42,-0.87,0.04
1695975923.78,-0.83,-0.17
1695975924.96,-0.94,-0.20
1695975926.18,-1.00,-0.14
1695975927.49,-0.99,-0.03
1695975928.71,-0.88,0.01
1695975929.98,-0.74,-0.09
1695975931.30,-0.62,-0.23
1695975932.52,-0.60,-0.09
1695975933.80,-0.54,-0.01
1695975935.11,-0.41,0.30
1695975936.13,-0.27,0.49
1695975937.42,-0.07,0.93
1695975938.66,0.14,1.11
1695975939.94,0.40,1.50
1695975941.19,0.49,1.28
1695975942.59,0.52,0.88
1695975943.92,0.39,0.71
1695975945.11,0.39,0.73
1695975946.35,0.56,0.85
1695975947.69,0.63,0.97
1695975948.89,0.78,1.15
1695975950.14,0.86,0.88
1695975951.43,0.85,0.52
1695975952.68,0.67,0.41
1695975953.86,0.78,0.50
1695975955.18,0.91,0.64
1695975956.45,0.84,0.72
1695975957.71,0.97,1.02
1695975959.03,1.25,1.41
1695975960.28,1.53,1.80
1695975961.50,1.45,1.80
1695975962.77,1.54,2.04
1695975964.05,1.53,2.19
1695975965.38,1.48,1.99
1695975966.62,1.48,1.79
1695975967.96,1.49,1.54
1695975969.31,1.49,1.33
1695975970.58,1.48,1.10
1695975971.91,1.42,0.86
1695975973.19,1.34,0.64
1695975974.41,1.43,0.54
1695975975.75,1.40,0.63
1695975976.99,1.24,0.95
1695975978.35,1.14,1.20
1695975979.61,0.96,1.65
1695975980.84,0.86,1.95
1695975982.40,0.75,2.26
1695975983.25,0.61,2.68
1695975984.53,0.55,2.88
1695975985.84,0.51,3.18
1695975987.06,0.50,3.28
1695975988.32,0.50,3.43
1695975989.62,0.33,3.43
1695975990.88,0.47,3.28
1695975992.14,0.48,3.37
1695975993.39,0.37,3.64
1695975994.62,0.34,3.61
1695975995.88,0.24,3.55
1695975997.08,-0.01,3.42
1695975998.30,-0.10,3.08
1695975999.61,-0.14,2.62
1695976000.84,-0.43,2.33
1695976002.11,-0.77,1.93
1695976003.42,-1.15,1.54
1695976004.64,-1.50,1.18
1695976005.95,-1.85,0.85
1695976007.13,-2.23,0.42
1695976008.39,-2.47,0.21
1695976009.72,-2.64,0.30
1695976010.93,-2.74,0.37
1695976012.16,-2.73,0.11
1695976013.39,-2.70,-0.03
1695976014.70,-2.57,-0.19
1695976015.95,-2.47,-0.39
1695976017.18,-2.38,-0.60
1695976018.46,-2.29,-0.74
1695976019.71,-2.20,-0.85
1695976020.88,-2.08,-0.93
1695976022.20,-1.96,-0.93
1695976023.54,-1.81,-0.84
1695976024.78,-1.73,-0.76
1695976026.12,-1.71,-0.64
1695976027.37,-1.72,-0.53
1695976028.65,-1.73,-0.41
1695976029.87,-1.99,-0.38
1695976031.04,-2.12,0.02
1695976032.21,-2.22,0.44
1695976033.55,-2.30,0.91
1695976034.82,-2.38,1.36
1695976036.09,-2.52,1.88
1695976037.37,-2.50,2.14
1695976038.69,-2.21,2.01
1695976039.98,-2.06,1.76
1695976041.20,-2.03,1.40
1695976042.48,-2.15,1.18
1695976043.82,-2.30,0.98
1695976045.08,-2.30,0.80
1695976046.30,-2.16,0.78
1695976047.52,-2.06,0.87
1695976048.88,-1.93,0.99
1695976050.04,-2.04,1.05
1695976051.43,-2.28,1.13
1695976052.61,-2.28,1.13
1695976053.96,-2.09,1.63
1695976055.22,-1.91,1.77
1695976056.44,-1.63,2.14
1695976057.64,-1.35,2.51
1695976058.89,-1.15,2.60
1695976060.12,-0.81,2.88
1695976061.40,-0.79,2.56
1695976062.75,-0.85,2.21
1695976064.10,-1.04,2.09
1695976065.33,-0.99,2.06
1695976066.66,-0.82,2.16
1695976067.87,-0.77,2.28
1695976069.14,-0.64,2.38
1695976070.43,-0.60,2.00
1695976071.80,-0.73,1.73
1695976073.11,-0.91,1.60
1695976074.40,-0.98,1.38
1695976075.72,-1.02,1.18
1695976077.04,-1.03,0.94
1695976078.31,-1.23,0.86
1695976080.40,-1.37,0.88
