1,0.337848,-0.0687422,0.157782,-0.00533667,-0.0127401,-0.00166462,0.999903,-0.0777495,-0.120006,-0.465297,0.105076,-0.0273541,0.0382779,0.993351
3,0.314967,-0.0830368,0.162662,0.105101,-0.0270467,0.0347308,0.993487,-0.0975298,-0.122659,-0.467936,0.105101,-0.0270097,0.0348338,0.993484
14,0.213914,-0.120637,0.151185,0.101964,-0.0301173,0.0170305,0.994186,-0.20096,-0.132113,-0.48077,0.10191,-0.0302304,0.0164956,0.994197
21,0.44809,-0.118528,0.164673,0.105587,-0.0249232,0.00636603,0.994077,0.0827227,-0.142645,-0.453691,0.105654,-0.0257623,0.00677005,0.994046
22,0.896847,-0.0637017,0.22336,0.106375,-0.0517009,0.00796949,0.992949,0.558549,-0.143178,-0.416424,0.106122,-0.0520767,0.00265426,0.992985
23,1.43944,-0.000146494,0.279647,0.106645,-0.0514513,0.00647262,0.992944,1.0532,-0.148529,-0.364719,0.106823,-0.0519923,0.00134711,0.992917
24,1.53344,0.0859479,0.299367,0.0923658,-0.0631404,0.204236,0.972507,1.14675,-0.272741,-0.378396,0.0876719,-0.0661748,0.243103,0.963761
25,1.42708,0.0874927,0.283254,0.0633643,-0.0790448,0.427646,0.898252,1.13571,-0.418841,-0.410624,0.0664361,-0.0781076,0.388757,0.915617
26,1.5183,0.186661,0.313996,0.0602653,-0.0869719,0.47003,0.876285,1.26191,-0.373722,-0.388702,0.0566035,-0.0968354,0.483914,0.867897
27,1.47445,0.110211,0.294558,0.0514705,-0.0969376,0.511523,0.852232,1.25418,-0.417553,-0.399271,0.0515755,-0.0963278,0.512378,0.851781
31,1.48595,0.00119109,0.268723,0.0530132,-0.087081,0.460227,0.881929,1.21587,-0.538136,-0.427938,0.053863,-0.0861117,0.446181,0.88916
32,1.58555,-0.227011,0.233368,0.0670544,-0.07271,0.275225,0.956278,1.16601,-0.608109,-0.446924,0.0682036,-0.0716296,0.252471,0.962536
33,1.86846,-0.075182,0.296774,0.0753545,-0.0763223,0.235442,0.965952,1.49585,-0.441089,-0.376361,0.0765268,-0.0768347,0.222528,0.968876
34,2.1591,-0.0994373,0.325861,0.0814063,-0.0754497,0.128118,0.985528,1.77378,-0.417745,-0.343749,0.0802298,-0.070393,0.122141,0.986757
35,2.67983,0.0913408,0.344678,0.0793858,-0.0212343,0.124997,0.988748,2.33671,-0.287348,-0.276655,0.081611,-0.0236977,0.125376,0.988463
36,2.91219,-0.00748936,0.344907,0.0769369,-0.0212319,-0.0573653,0.995158,2.49026,-0.340306,-0.280341,0.0781016,-0.0208371,-0.0950902,0.992181
37,2.83701,-0.370754,0.300343,0.0694645,-0.011957,-0.331772,0.940723,2.48055,-0.481815,-0.303149,0.0667802,-0.00967706,-0.361232,0.930031
38,2.74225,-0.612931,0.258027,0.0522587,0.0046129,-0.512844,0.856877,2.48639,-0.554883,-0.320156,0.0525065,0.00563272,-0.530143,0.846262
39,2.63052,-0.58788,0.256841,0.0512327,0.0113919,-0.620804,0.782207,2.483,-0.500502,-0.315246,0.0512356,0.0119182,-0.627518,0.776823
40,2.52545,-0.548959,0.256259,0.049772,0.0165853,-0.697017,0.715133,2.4479,-0.431646,-0.310411,0.049331,0.0178345,-0.71265,0.699555
46,2.51236,-0.683083,0.242558,0.0495703,0.0171742,-0.705473,0.706792,2.44045,-0.646844,-0.331281,0.0510293,0.0166392,-0.693659,0.718301
47,2.58115,-0.719217,0.24155,0.0533192,0.00743814,-0.552954,0.831471,2.33054,-0.650022,-0.336585,0.0538905,0.0058895,-0.522157,0.851125
48,2.65309,-0.657603,0.259406,0.0660942,-0.0251392,-0.322868,0.943798,2.24836,-0.763772,-0.353723,0.0697392,-0.0341462,-0.271804,0.959215
49,2.72164,-0.608349,0.291034,0.08455,-0.0620422,-0.0481855,0.993318,2.22728,-0.922658,-0.368379,0.0835564,-0.0673622,-0.00157428,0.994222
50,3.08076,-0.508452,0.291079,0.0528557,-0.0334178,0.055071,0.996522,2.67351,-0.869431,-0.341702,0.0459484,-0.0253148,0.0558839,0.997058
51,3.60967,-0.391397,0.329409,0.0467705,-0.0403914,0.0556897,0.996534,3.17913,-0.814679,-0.304435,0.0469539,-0.0436454,0.0550693,0.996422
52,3.90003,-0.389939,0.362872,0.0480169,-0.0538196,-0.0315163,0.996897,3.41564,-0.834636,-0.289424,0.0477602,-0.0501651,-0.0595659,0.995818
53,3.83769,-0.658424,0.326075,0.0537929,-0.033759,-0.249328,0.966334,3.42854,-0.89358,-0.292527,0.054949,-0.0324961,-0.27215,0.960135
54,3.82982,-0.767845,0.315605,0.058991,-0.0242793,-0.425844,0.902545,3.48714,-0.902313,-0.287255,0.0593368,-0.0220374,-0.464463,0.883328
55,3.58791,-0.889432,0.288177,0.0600023,-0.00759038,-0.66678,0.742797,3.40002,-0.927219,-0.295761,0.0665203,-0.00211543,-0.707369,0.703704
56,3.40308,-0.916593,0.265569,0.0630086,0.00337797,-0.765367,0.640494,3.37255,-0.937435,-0.300386,0.0629596,0.00352811,-0.764346,0.641716
62,3.45075,-1.05191,0.2545,0.0657985,0.000836007,-0.725658,0.684902,3.32289,-1.11013,-0.318559,0.0677754,-0.000881079,-0.682556,0.727683
63,3.57683,-1.29965,0.237258,0.073039,-0.00619879,-0.603959,0.793638,3.35776,-1.41203,-0.343153,0.073828,-0.00656302,-0.602004,0.795046
64,3.77934,-1.78594,0.239864,0.0474187,-0.0326957,-0.604425,0.794577,3.48116,-1.8622,-0.35111,0.0355756,-0.0562197,-0.60692,0.791973
65,3.87804,-1.96624,0.347108,-0.00234729,-0.123432,-0.557476,0.820962,3.49401,-2.05817,-0.338796,-0.0057391,-0.126636,-0.557167,0.820668
66,4.03247,-2.19118,0.376335,-0.044821,-0.0971272,-0.557688,0.823129,3.6077,-2.27773,-0.318404,-0.04494,-0.0992765,-0.590723,0.799481
67,3.75534,-2.14323,0.324026,-0.0161946,-0.0988296,-0.723426,0.6831,3.51379,-2.1591,-0.343723,-0.0134007,-0.0953592,-0.735422,0.670733
68,3.6656,-2.02474,0.278247,0.0307141,-0.0666211,-0.766532,0.638002,3.49753,-2.0379,-0.343649,0.0379792,-0.0627823,-0.777522,0.624561
69,3.55425,-1.89327,0.222252,0.0892894,-0.0429503,-0.824878,0.556561,3.46221,-1.92623,-0.348434,0.0998124,-0.0406218,-0.833717,0.541574
70,3.43405,-1.70897,0.20887,-0.0839951,0.0226581,0.900069,-0.426975,3.4836,-1.801,-0.343798,0.0812463,-0.0183349,-0.911935,0.401794
71,3.32995,-1.48585,0.205894,-0.0672131,-0.0104868,0.970237,-0.232406,3.4985,-1.6953,-0.349715,0.0645565,0.0198905,-0.980525,0.184411
72,3.28755,-1.29853,0.197072,-0.0587635,-0.0426357,0.994904,-0.0699595,3.498,-1.64955,-0.356885,0.0606399,0.039927,-0.990942,0.112968
73,3.19991,-1.32619,0.190869,-0.0602773,-0.0447439,0.989036,-0.127172,3.32868,-1.65032,-0.37069,0.0582024,0.0469279,-0.991837,0.103291
74,3.02354,-1.24367,0.193911,-0.0415424,-0.047001,0.997539,0.0313139,3.24025,-1.68263,-0.382534,0.0482541,0.0529599,-0.996099,-0.0515133
