1695975913.71,0.19
1695975914.93,0.19
1695975916.18,0.20
1695975917.42,0.23
1695975918.76,0.23
1695975919.94,0.23
1695975921.22,0.24
1695975922.42,0.24
1695975923.78,0.26
1695975924.96,0.29
1695975926.18,0.29
1695975927.49,0.30
1695975928.71,0.33
1695975929.98,0.33
1695975931.30,0.33
1695975932.52,0.34
1695975933.80,0.35
1695975935.11,0.35
1695975936.13,0.36
1695975937.42,0.36
1695975938.66,0.39
1695975939.94,0.41
1695975941.19,0.42
1695975942.59,0.45
1695975943.92,0.45
1695975945.11,0.45
1695975946.35,0.47
1695975947.69,0.48
1695975948.89,0.49
1695975950.14,0.50
1695975951.43,0.53
1695975952.68,0.54
1695975953.86,0.55
1695975955.18,0.57
1695975956.45,0.60
1695975957.71,0.64
1695975959.03,0.66
1695975960.28,0.69
1695975961.50,0.70
1695975962.77,0.71
1695975964.05,0.73
1695975965.38,0.73
1695975966.62,0.73
1695975967.96,0.74
1695975969.31,0.74
1695975970.58,0.74
1695975971.91,0.74
1695975973.19,0.75
1695975974.41,0.77
1695975975.75,0.80
1695975976.99,0.81
1695975978.35,0.82
1695975979.61,0.82
1695975980.84,0.83
1695975982.40,0.84
1695975983.25,0.85
1695975984.53,0.85
1695975985.84,0.86
1695975987.06,0.87
1695975988.32,0.87
1695975989.62,0.88
1695975990.88,0.88
1695975992.14,0.88
1695975993.39,0.89
1695975994.62,0.89
1695975995.88,0.90
1695975997.08,0.91
1695975998.30,0.94
1695975999.61,0.97
1695976000.84,0.98
1695976002.11,0.99
1695976003.42,1.02
1695976004.64,1.05
1695976005.95,1.05
1695976007.13,1.06
1695976008.39,1.07
1695976009.72,1.09
1695976010.93,1.10
1695976012.16,1.12
1695976013.39,1.14
1695976014.70,1.17
1695976015.95,1.17
1695976017.18,1.18
1695976018.46,1.18
1695976019.71,1.18
1695976020.88,1.18
1695976022.20,1.18
1695976023.54,1.20
1695976024.78,1.22
1695976026.12,1.23
1695976027.37,1.23
1695976028.65,1.24
1695976029.87,1.26
1695976031.04,1.27
1695976032.21,1.30
1695976033.55,1.33
1695976034.82,1.34
1695976036.09,1.35
1695976037.37,1.36
1695976038.69,1.37
1695976039.98,1.40
1695976041.20,1.41
1695976042.48,1.44
1695976043.82,1.44
1695976045.08,1.44
1695976046.30,1.46
1695976047.52,1.49
1695976048.88,1.52
1695976050.04,1.54
1695976051.43,1.54
1695976052.61,1.54
1695976053.96,1.56
1695976055.22,1.59
1695976056.44,1.59
1695976057.64,1.60
1695976058.89,1.61
1695976060.12,1.61
1695976061.40,1.63
1695976062.75,1.63
1695976064.10,1.63
1695976065.33,1.65
1695976066.66,1.67
1695976067.87,1.70
1695976069.14,1.71
1695976070.43,1.73
1695976071.80,1.77
1695976073.11,1.80
1695976074.40,1.80
1695976075.72,1.80
1695976077.04,1.80
1695976078.31,1.82
1695976080.40,1.83
1695976081.14,1.86
1695976082.36,1.87
1695976083.72,1.90
1695976084.89,1.93
1695976086.08,1.93
1695976087.32,1.94
1695976088.62,1.94
1695976089.82,1.94
1695976091.05,1.95
1695976092.33,1.98
1695976093.54,2.00
1695976094.75,2.03
1695976096.04,2.04
1695976097.27,2.04
1695976098.54,2.06
1695976099.89,2.10
1695976101.20,2.13
1695976102.38,2.13
1695976103.66,2.14
1695976104.93,2.15
1695976106.18,2.15
1695976107.35,2.16
1695976108.60,2.17
1695976109.86,2.19
1695976111.06,2.22
1695976112.40,2.23
1695976113.62,2.23
1695976114.95,2.25
1695976116.21,2.26
1695976117.49,2.27
1695976118.74,2.28
1695976119.94,2.30
1695976121.38,2.30
1695976122.77,2.31
1695976123.96,2.32
1695976125.26,2.32
1695976126.56,2.33
1695976127.80,2.36
1695976129.05,2.38
1695976130.34,2.39
1695976131.58,2.42
1695976132.82,2.45
1695976134.17,2.45
1695976135.81,2.45
1695976137.09,2.45
1695976138.34,2.46
1695976139.55,2.46
1695976140.76,2.46
1695976142.03,2.47
1695976143.32,2.47
1695976144.54,2.48
1695976145.76,2.50
1695976146.96,2.54
1695976148.24,2.54
1695976149.48,2.55
1695976150.71,2.58
1695976152.07,2.60
1695976153.37,2.61
1695976154.69,2.62
1695976155.87,2.64
1695976157.15,2.64
1695976158.37,2.64
1695976159.68,2.64
1695976160.97,2.64
1695976162.44,2.64
1695976163.72,2.65
1695976164.92,2.66
1695976166.17,2.69
1695976167.44,2.70
1695976168.74,2.72
1695976170.31,2.75
1695976171.52,2.76
1695976172.72,2.78
1695976174.06,2.81
1695976175.36,2.82
1695976176.55,2.83
1695976177.94,2.85
1695976179.29,2.86
1695976180.51,2.88
1695976181.95,2.91
1695976183.37,2.92
1695976184.63,2.93
1695976185.87,2.95
1695976187.12,2.98
1695976188.36,2.99
1695976189.70,3.00
1695976190.97,3.00
1695976192.26,3.02
1695976193.56,3.05
1695976194.82,3.05
1695976196.12,3.07
1695976197.79,3.09
1695976199.07,3.12
1695976200.25,3.14
1695976201.54,3.14
1695976202.77,3.15
1695976204.13,3.17
1695976205.38,3.18
1695976206.61,3.20
1695976207.88,3.24
1695976209.58,3.27
1695976210.78,3.28
1695976212.05,3.28
1695976213.39,3.31
1695976214.66,3.31
1695976215.90,3.31
1695976217.20,3.32
1695976218.55,3.32
1695976219.76,3.32
1695976220.99,3.33
1695976222.16,3.36
1695976223.49,3.39
1695976224.72,3.39
1695976225.96,3.39
1695976227.25,3.40
1695976228.49,3.40
1695976229.69,3.43
1695976231.03,3.43
1695976232.30,3.43
1695976233.54,3.44
1695976234.87,3.45
1695976236.20,3.47
1695976237.51,3.47
1695976238.77,3.47
1695976240.07,3.48
1695976241.32,3.49
1695976242.64,3.49
1695976243.86,3.50
1695976245.12,3.52
1695976246.33,3.56
1695976247.62,3.56
1695976249.01,3.56
1695976250.47,3.56
1695976251.81,3.56
1695976253.06,3.58
1695976254.43,3.61
1695976255.74,3.61
1695976257.04,3.63
1695976258.28,3.65
1695976259.47,3.66
1695976260.67,3.68
1695976261.90,3.72
1695976263.08,3.75
1695976264.29,3.76
1695976265.45,3.76
1695976266.91,3.76
1695976268.27,3.77
1695976269.57,3.80
1695976270.92,3.83
1695976272.16,3.86
1695976273.61,3.88
1695976275.02,3.88
1695976276.26,3.90
1695976277.54,3.93
1695976278.69,3.94
1695976279.92,3.94
1695976281.23,3.96
1695976282.45,3.96
1695976283.95,3.98
1695976285.40,3.98
1695976286.56,4.00
1695976287.72,4.02
1695976290.58,4.04
1695976291.40,4.06
1695976292.69,4.09
1695976293.95,4.13
1695976295.17,4.13
1695976296.70,4.13
1695976297.95,4.13
1695976299.19,4.13
1695976300.44,4.13
1695976301.69,4.13
1695976302.94,4.13
1695976304.29,4.14
1695976305.54,4.14
1695976306.87,4.14
1695976308.12,4.16
1695976309.42,4.16
1695976310.67,4.16
1695976312.29,4.16
1695976313.63,4.17
1695976315.07,4.17
1695976316.28,4.18
1695976317.61,4.20
1695976319.11,4.20
1695976320.29,4.22
1695976321.61,4.22
1695976322.97,4.23
1695976324.19,4.26
1695976325.48,4.30
1695976327.20,4.30
1695976328.63,4.32
1695976330.14,4.35
1695976331.53,4.39
1695976333.40,4.39
1695976334.62,4.39
1695976335.80,4.39
1695976337.11,4.40
1695976338.38,4.41
1695976339.72,4.41
1695976341.38,4.41
1695976342.64,4.42
1695976343.84,4.42
1695976345.08,4.42
1695976346.30,4.42
1695976347.63,4.42
1695976348.98,4.43
1695976350.44,4.43
1695976351.49,4.45
1695976352.80,4.46
1695976354.29,4.46
1695976355.33,4.46
1695976356.55,4.47
1695976357.69,4.47
1695976358.92,4.49
1695976360.22,4.49
1695976361.59,4.50
1695976363.00,4.52
1695976364.36,4.55
1695976366.81,4.57
1695976368.19,4.58
1695976369.50,4.59
1695976371.04,4.59
1695976372.35,4.61
1695976373.52,4.63
1695976374.74,4.64
1695976376.15,4.64
1695976377.55,4.64
1695976379.56,4.64
1695976380.63,4.66
1695976381.92,4.69
1695976383.24,4.71
1695976384.48,4.72
1695976385.76,4.74
1695976387.02,4.76
1695976388.31,4.78
1695976389.52,4.81
1695976390.71,4.82
1695976392.04,4.82
1695976393.22,4.83
1695976394.45,4.83
1695976395.93,4.86
1695976397.15,4.89
1695976398.44,4.89
1695976399.79,4.89
1695976401.08,4.89
1695976402.32,4.91
1695976403.64,4.91
1695976405.02,4.91
1695976406.44,4.93
1695976407.65,4.93
1695976408.88,4.94
1695976410.07,4.94
1695976411.97,4.94
1695976413.37,4.95
1695976414.56,4.97
1695976415.81,4.98
1695976417.32,5.01
1695976418.40,5.03
1695976420.62,5.04
1695976421.89,5.06
1695976423.21,5.06
1695976424.43,5.07
1695976425.72,5.07
1695976426.95,5.08
1695976428.21,5.09
1695976429.54,5.10
1695976431.00,5.11
1695976432.47,5.11
1695976433.73,5.12
1695976434.97,5.12
1695976436.18,5.13
1695976437.36,5.13
1695976438.59,5.14
1695976439.88,5.14
1695976441.22,5.16
1695976442.64,5.18
1695976445.10,5.18
1695976446.40,5.18
1695976447.59,5.20
1695976448.87,5.22
1695976450.10,5.22
1695976451.35,5.24
1695976452.62,5.25
1695976454.08,5.26
1695976455.68,5.27
1695976456.84,5.29
1695976458.28,5.30
1695976459.54,5.33
1695976460.77,5.33
1695976462.06,5.35
1695976464.22,5.37
1695976465.44,5.37
1695976466.71,5.38
1695976468.14,5.40
1695976469.36,5.40
1695976470.66,5.42
1695976473.01,5.45
1695976474.52,5.47
1695976475.90,5.50
1695976477.11,5.50
1695976478.49,5.52
1695976479.66,5.54
1695976480.86,5.55
1695976482.14,5.55
1695976483.47,5.55
1695976484.81,5.57
1695976486.10,5.57
1695976487.49,5.57
1695976488.87,5.59
1695976490.28,5.62
1695976491.52,5.62
1695976492.95,5.62
1695976494.23,5.65
1695976495.50,5.68
1695976496.72,5.69
1695976498.06,5.71
1695976500.21,5.71
1695976501.53,5.73
1695976502.90,5.73
1695976504.16,5.74
1695976505.59,5.74
1695976507.30,5.75
1695976508.46,5.75
1695976509.74,5.75
1695976511.03,5.76
1695976512.48,5.76
1695976513.71,5.76
1695976515.05,5.77
1695976516.37,5.78
1695976517.73,5.78
1695976519.02,5.78
1695976520.26,5.80
1695976521.55,5.80
1695976523.10,5.80
1695976525.25,5.80
1695976526.37,5.80
1695976527.65,5.80
1695976528.90,5.81
1695976530.18,5.84
1695976531.43,5.84
1695976532.56,5.86
1695976533.88,5.87
1695976535.16,5.89
1695976536.51,5.91
1695976537.77,5.92
1695976539.09,5.92
1695976540.28,5.92
1695976542.51,5.94
1695976544.06,5.94
1695976545.28,5.95
1695976546.70,5.96
1695976548.04,5.96
1695976549.34,5.98
1695976550.61,5.98
1695976552.06,5.99
1695976553.38,6.00
1695976554.76,6.00
1695976555.98,6.01
1695976557.36,6.01
1695976558.55,6.01
1695976559.82,6.01
1695976561.13,6.01
1695976562.35,6.02
1695976563.66,6.03
1695976564.98,6.03
1695976566.29,6.03
1695976567.59,6.03
1695976568.99,6.03
1695976570.27,6.04
1695976571.53,6.05
1695976572.87,6.06
1695976574.32,6.07
1695976575.73,6.09
1695976577.12,6.12
1695976578.82,6.13
1695976580.42,6.15
1695976581.71,6.18
1695976582.98,6.21
1695976584.33,6.22
1695976587.71,6.25
1695976589.47,6.26
1695976591.00,6.28
1695976592.83,6.28
1695976594.44,6.30
1695976595.57,6.31
1695976596.99,6.33
1695976598.40,6.34
1695976601.20,6.34
1695976603.02,6.37
1695976604.71,6.40
1695976606.18,6.44
1695976607.61,6.47
1695976608.95,6.51
1695976610.34,6.51
1695976612.07,6.53
1695976613.55,6.53
1695976614.92,6.56
1695976616.28,6.59
1695976617.61,6.59
1695976619.08,6.59
1695976620.37,6.59
1695976621.82,6.60
1695976623.16,6.60
1695976624.46,6.60
1695976626.83,6.60
1695976628.16,6.60
1695976629.45,6.60
1695976630.82,6.60
1695976632.23,6.62
1695976633.75,6.63
1695976636.16,6.64
1695976637.59,6.65
1695976639.03,6.65
1695976640.46,6.68
1695976641.80,6.69
1695976643.12,6.72
1695976644.52,6.75
1695976646.17,6.78
1695976647.45,6.79
1695976648.80,6.81
1695976650.08,6.84
1695976651.43,6.85
1695976652.74,6.85
1695976654.13,6.85
1695976655.37,6.87
1695976658.13,6.88
1695976659.54,6.88
1695976661.11,6.90
1695976662.49,6.90
1695976664.08,6.92
1695976665.76,6.95
1695976667.24,6.95
1695976668.58,6.96
1695976669.91,6.97
1695976671.25,6.98
1695976672.70,6.98
1695976674.07,6.98
1695976675.34,6.99
1695976676.91,6.99
1695976678.71,7.02
1695976680.20,7.02
1695976681.57,7.02
1695976682.84,7.02
1695976684.70,7.02
1695976686.00,7.02
1695976687.29,7.02
1695976689.67,7.02
1695976691.11,7.03
1695976692.37,7.06
1695976693.74,7.07
1695976695.15,7.09
1695976696.45,7.09
1695976697.80,7.09
1695976699.16,7.10
1695976700.67,7.12
1695976702.26,7.12
1695976703.64,7.13
1695976704.99,7.13
1695976706.27,7.13
1695976707.63,7.14
1695976708.98,7.14
1695976710.40,7.14
1695976712.01,7.14
1695976713.32,7.15
1695976714.60,7.15
1695976715.87,7.15
1695976717.14,7.16
1695976718.49,7.17
1695976721.23,7.19
1695976722.52,7.20
1695976723.71,7.20
1695976725.11,7.22
1695976726.49,7.22
1695976727.84,7.23
1695976729.77,7.23
1695976731.13,7.25
1695976733.74,7.29
1695976735.11,7.29
1695976736.51,7.32
1695976738.23,7.33
1695976739.68,7.34
1695976741.43,7.34
1695976742.97,7.37
1695976744.82,7.37
1695976746.30,7.37
1695976747.75,7.38
1695976749.42,7.38
1695976751.03,7.38
1695976752.53,7.40
1695976754.13,7.40
1695976755.72,7.41
1695976757.07,7.41
1695976758.82,7.41
1695976760.36,7.41
1695976761.89,7.42
1695976763.30,7.42
1695976764.56,7.43
1695976765.90,7.43
1695976767.99,7.44
1695976769.63,7.45
1695976770.96,7.46
1695976772.39,7.46
1695976773.86,7.46
1695976775.35,7.47
1695976777.93,7.47
1695976781.05,7.47
1695976781.48,7.47
1695976783.16,7.47
1695976784.74,7.48
1695976786.25,7.48
1695976787.64,7.49
1695976789.16,7.51
1695976793.66,7.54
1695976795.03,7.55
1695976796.45,7.55
1695976798.92,7.58
1695976800.29,7.58
1695976801.95,7.60
1695976804.12,7.63
1695976806.05,7.63
1695976808.05,7.63
1695976809.98,7.63
1695976811.78,7.65
1695976813.52,7.66
1695976815.01,7.68
1695976816.48,7.72
1695976819.52,7.72
1695976821.02,7.73
1695976822.41,7.73
1695976823.98,7.75
1695976825.79,7.78
1695976827.63,7.82
1695976829.18,7.82
1695976830.80,7.83
1695976832.29,7.84
1695976833.88,7.84
1695976835.72,7.84
1695976837.49,7.84
1695976840.50,7.84
1695976841.02,7.84
1695976842.54,7.84
1695976844.31,7.84
1695976845.82,7.84
1695976847.38,7.84
1695976849.27,7.84
1695976850.83,7.86
1695976852.43,7.87
1695976853.96,7.87
1695976855.81,7.88
1695976858.63,7.90
1695976860.30,7.92
1695976861.87,7.92
1695976863.27,7.93
1695976864.72,7.94
1695976866.24,7.94
1695976867.78,7.95
1695976869.33,7.97
1695976870.77,7.98
1695976872.57,7.99
1695976874.13,8.02
1695976875.72,8.05
1695976877.23,8.06
1695976878.89,8.08
1695976880.60,8.08
1695976882.18,8.08
1695976883.75,8.08
1695976885.17,8.09
1695976886.66,8.10
1695976888.20,8.10
1695976889.65,8.10
1695976891.22,8.11
1695976892.84,8.13
1695976894.50,8.13
1695976896.40,8.13
1695976898.45,8.13
1695976901.75,8.13
1695976903.50,8.16
1695976905.00,8.16
1695976906.50,8.19
1695976908.13,8.19
1695976911.88,8.19
1695976913.56,8.20
1695976915.06,8.23
1695976916.68,8.24
1695976918.12,8.26
1695976919.58,8.27
1695976921.07,8.27
1695976922.56,8.28
1695976924.08,8.28
1695976925.55,8.29
1695976927.11,8.30
1695976928.57,8.30
1695976930.30,8.30
1695976932.08,8.31
1695976933.95,8.31
1695976936.37,8.31
1695976938.27,8.31
1695976940.00,8.31
1695976941.59,8.33
1695976943.14,8.33
1695976944.76,8.33
1695976946.47,8.35
1695976948.08,8.37
1695976949.84,8.37
1695976951.54,8.40
1695976953.12,8.41
1695976954.86,8.41
1695976956.70,8.43
1695976960.20,8.45
1695976961.96,8.46
1695976966.49,8.48
1695976968.29,8.49
1695976970.15,8.51
1695976971.77,8.53
1695976973.43,8.53
1695976975.07,8.54
1695976976.67,8.54
1695976978.37,8.56
1695976980.13,8.59
1695976981.74,8.59
1695976983.47,8.59
1695976985.12,8.60
1695976986.87,8.60
1695976988.72,8.60
1695976990.39,8.60
1695976992.18,8.60
1695976993.95,8.60
1695976995.77,8.61
1695976997.48,8.62
1695976999.33,8.62
1695977001.22,8.63
1695977003.00,8.63
1695977006.35,8.65
1695977008.00,8.66
1695977009.62,8.68
1695977011.39,8.68
1695977013.07,8.71
1695977014.72,8.74
1695977016.45,8.74
