1699010780.93,-0.10,-0.07
1699010782.30,-0.10,-0.08
1699010783.61,-0.11,-0.08
1699010784.85,-0.12,-0.09
1699010785.96,-0.12,-0.09
1699010787.21,-0.13,-0.09
1699010788.54,-0.14,-0.09
1699010789.38,0.06,-0.05
1699010790.66,0.39,0.02
1699010791.58,0.75,0.09
1699010792.68,1.08,0.16
1699010793.67,1.40,0.23
1699010794.81,1.72,0.30
1699010795.86,1.69,0.25
1699010797.03,1.68,0.25
1699010798.26,1.68,0.25
1699010799.46,1.67,0.25
1699010800.51,1.67,0.25
1699010801.57,1.67,0.25
1699010803.03,1.66,0.25
1699010804.13,1.66,0.25
1699010805.69,1.65,0.25
1699010806.82,1.65,0.25
1699010807.94,1.65,0.25
1699010809.09,1.64,0.25
1699010810.46,1.64,0.25
1699010811.44,1.63,0.25
1699010812.48,1.63,0.25
1699010813.67,1.63,0.25
1699010815.60,1.62,0.24
1699010816.92,1.62,0.24
1699010817.90,1.61,0.24
1699010818.95,1.61,0.24
1699010820.01,1.60,0.24
1699010821.16,1.60,0.24
1699010822.70,1.60,0.24
1699010823.70,1.59,0.24
1699010824.91,1.59,0.24
1699010825.79,1.58,0.24
1699010826.83,1.58,0.24
1699010827.95,1.58,0.24
1699010829.06,1.55,0.23
1699010830.07,1.56,0.08
1699010831.34,1.95,-0.33
1699010832.49,1.97,-0.33
1699010833.60,1.96,-0.37
1699010834.68,1.97,-0.49
1699010835.79,1.90,-0.53
1699010836.78,1.73,-0.55
1699010837.84,1.59,-0.64
1699010839.14,1.55,-0.69
1699010840.51,1.54,-0.69
1699010841.51,1.46,-0.70
1699010842.77,1.30,-0.72
1699010844.10,1.26,-0.59
1699010845.43,1.27,0.00
1699010846.76,1.37,0.48
1699010847.73,1.36,0.48
1699010848.80,1.59,0.90
1699010850.05,1.58,0.70
1699010851.28,1.60,0.51
1699010852.26,1.62,0.28
1699010853.24,1.64,0.05
1699010854.40,1.58,-0.06
1699010855.88,1.60,-0.26
1699010857.31,1.63,-0.36
1699010858.49,1.64,-0.36
1699010859.60,1.67,-0.36
1699010860.93,1.52,-0.37
1699010862.25,1.34,-0.39
1699010863.14,1.25,-0.41
1699010864.34,1.42,-0.30
1699010865.19,1.83,-0.29
1699010866.44,1.75,-0.34
1699010867.49,2.30,-0.34
1699010868.47,2.29,-0.44
1699010869.57,2.24,-0.47
1699010870.79,2.26,-0.63
1699010871.68,2.25,-0.83
1699010872.81,2.27,-1.04
1699010873.91,2.15,-1.11
1699010875.09,1.98,-1.12
1699010876.58,1.81,-1.14
1699010877.40,1.77,-1.14
1699010878.67,1.77,-1.14
1699010879.78,1.76,-1.14
1699010880.96,1.70,-1.15
1699010882.05,1.54,-1.16
1699010883.43,1.45,-1.13
1699010884.34,1.47,-1.22
1699010885.71,1.48,-1.30
1699010886.71,1.50,-1.43
1699010887.72,1.51,-1.48
1699010889.05,1.50,-1.53
1699010890.12,1.43,-1.49
1699010891.38,1.42,-1.38
1699010892.45,1.58,-1.49
1699010893.52,1.97,-1.48
1699010894.82,1.94,-1.37
1699010896.39,1.90,-1.37
1699010897.87,1.87,-1.20
1699010899.12,1.66,-1.22
1699010900.21,1.63,-1.31
1699010901.37,1.53,-1.39
1699010902.54,1.41,-1.39
1699010904.15,1.38,-1.41
1699010904.92,1.39,-1.45
1699010905.98,1.40,-1.48
1699010907.23,1.41,-1.51
1699010908.59,1.39,-1.54
1699010909.95,1.45,-1.36
1699010911.33,1.54,-1.01
1699010913.32,1.62,-0.66
1699010914.47,1.72,-0.31
1699010915.31,1.80,0.01
1699010916.63,1.91,0.37
1699010917.80,2.02,0.72
1699010919.15,2.10,1.07
1699010920.21,2.02,0.73
1699010921.73,1.90,0.09
1699010923.27,1.73,-0.70
1699010924.75,1.63,-1.32
1699010925.85,1.53,-1.85
1699010927.01,1.40,-2.43
1699010928.13,1.40,-2.47
1699010929.29,1.38,-2.28
1699010930.35,1.36,-2.09
1699010931.59,1.33,-1.98
1699010932.83,1.33,-1.87
1699010934.83,1.37,-1.96
1699010935.95,1.38,-2.00
1699010937.54,1.38,-2.00
1699010938.92,1.37,-2.00
1699010940.14,1.03,-1.93
